attempt,iteration,objective_mode,center_constraint,name,family,code_hash,valid,full_valid,valid_instances,total_instances,mean_gap_percent,selection_score,mean_runtime_s,parent_attempt,selection_strategy,prompt_mode,error,code_path,raw_response_path,prompt_path,family_desc,feedback_by_instance,search_cost_mean,search_gap_ref_mean_pct,partial_valid_cases,partial_total_cases,partial_failed_cases,family_focus_active,focus_family_id,focus_family_name,focus_family_step,focus_family_index,focus_family_total,family_focus_compliant,family_focus_compliance_level,family_focus_mismatch_reason,algo_name,family_sig,search_gap_ref_mean,search_runtime_mean_s
50,50,tsp,permutation_tour,Grid Sector Decomposition with Snake-Like Ordering and Local Nearest Neighbor,nearest_neighbor,b52e40eb14d378d8,False,False,0,3,,,,49.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_050_b52e40eb14d378d8.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_050.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_050.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,10,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Snake-Like Ordering and Local Nearest Neighbor,nearest_neighbor,,
51,51,tsp,permutation_tour,Radial Grid Sector Decomposition with Endpoint Bridging,nearest_neighbor,9506bf318e5ec9a5,False,False,0,3,,,,50.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_051_9506bf318e5ec9a5.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_051.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_051.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,11,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Radial Grid Sector Decomposition with Endpoint Bridging,nearest_neighbor,,
52,52,tsp,permutation_tour,Grid Sector Decomposition with Local Path Construction,nearest_neighbor,5e229cf18de22306,False,False,0,3,,,,51.0,1+1,redesign_invalid_parent,name 'hasattr' is not defined,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_052_5e229cf18de22306.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_052.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_052.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=name 'hasattr' is not defined
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,12,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Local Path Construction,nearest_neighbor,,
53,53,tsp,permutation_tour,Snake-Like Grid Decomposition with Local Nearest Neighbor,nearest_neighbor,e6a331404dc6f323,True,True,3,3,26.025418483018907,26.025418483018907,0.2592504819234212,52.0,1+1,redesign_invalid_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_053_e6a331404dc6f323.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_053.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_053.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=30.155%, cost=2.42865e+07, runtime=0.220s, NA
pr1002: valid 1/1, gap_vs_opt=24.227%, cost=321803, runtime=0.210s, NA
d1291: valid 1/1, gap_vs_opt=23.694%, cost=62838, runtime=0.348s, NA",8223729.333333333,26.025418483018907,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,13,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Snake-Like Grid Decomposition with Local Nearest Neighbor,nearest_neighbor,26.025418483018907,0.2592504819234212
54,54,tsp,permutation_tour,Grid Sector Decomposition with Local Path Construction and Boundary Handling,nearest_neighbor,ef28f4b00051d7cd,False,False,0,3,,,,53.0,1+1,mutate_parent,list index out of range,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_054_ef28f4b00051d7cd.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_054.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_054.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 0/1, errors=list index out of range
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
pr1002: valid 0/1, errors=list index out of range
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^
d1291: valid 0/1, errors=list index out of range
Traceback (most recent call last):
  File ""/content/llm-tsp-heuristics/src/llm_tsp/evaluation.py"", line 132, in evaluate_code_on_problem
    tour = fn(problem, rng=rng)
           ^^^^^^^^^^^^^^^^^^^^",,,0,3,3,True,grid_sector_decomposition,Grid / sector decomposition,14,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Local Path Construction and Boundary Handling,nearest_neighbor,,
55,55,tsp,permutation_tour,Radial Grid Sector Decomposition with Local Nearest Neighbor and Boundary Handling,nearest_neighbor,0eb5f17e46170f4c,True,True,3,3,666.2902578197458,666.2902578197458,0.002179702123006185,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_055_0eb5f17e46170f4c.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_055.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_055.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=546.994%, cost=1.20727e+08, runtime=0.002s, NA
pr1002: valid 1/1, gap_vs_opt=553.508%, cost=1.69288e+06, runtime=0.002s, NA
d1291: valid 1/1, gap_vs_opt=898.368%, cost=507181, runtime=0.002s, NA",40975718.333333336,666.2902578197458,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,15,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Radial Grid Sector Decomposition with Local Nearest Neighbor and Boundary Handling,nearest_neighbor,666.2902578197458,0.002179702123006185
56,56,tsp,permutation_tour,Radial Grid Sector Decomposition with Local Path Construction and Endpoint Bridging,nearest_neighbor,11db4889874b5092,True,True,3,3,222.67186898782447,222.67186898782447,0.03556474049886068,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_056_11db4889874b5092.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_056.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_056.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=206.569%, cost=5.72048e+07, runtime=0.033s, NA
pr1002: valid 1/1, gap_vs_opt=255.671%, cost=921348, runtime=0.031s, NA
d1291: valid 1/1, gap_vs_opt=205.775%, cost=155337, runtime=0.042s, NA",19427174.666666668,222.67186898782447,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,16,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Radial Grid Sector Decomposition with Local Path Construction and Endpoint Bridging,nearest_neighbor,222.67186898782447,0.03556474049886068
57,57,tsp,permutation_tour,Grid Sector Decomposition with Radial Ordering and Local Path Construction,nearest_neighbor,95f2a8110f81e134,True,True,3,3,30.299039719692065,30.299039719692065,0.8024681409200033,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_057_95f2a8110f81e134.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_057.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_057.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=34.138%, cost=2.50297e+07, runtime=0.657s, NA
pr1002: valid 1/1, gap_vs_opt=28.040%, cost=331680, runtime=0.673s, NA
d1291: valid 1/1, gap_vs_opt=28.720%, cost=65391, runtime=1.078s, NA",8475581.333333334,30.299039719692065,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,17,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Radial Ordering and Local Path Construction,nearest_neighbor,30.299039719692065,0.8024681409200033
58,58,tsp,permutation_tour,Snake-Like Grid Decomposition with Local Nearest Neighbor and Endpoint Bridging,nearest_neighbor,7aa21252d4b8c4e3,True,True,3,3,26.650987172003656,26.650987172003656,0.42326895395914715,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_058_7aa21252d4b8c4e3.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_058.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_058.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=26.427%, cost=2.35908e+07, runtime=0.347s, NA
pr1002: valid 1/1, gap_vs_opt=31.015%, cost=339388, runtime=0.358s, NA
d1291: valid 1/1, gap_vs_opt=22.511%, cost=62237, runtime=0.565s, NA",7997473.0,26.650987172003656,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,18,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Snake-Like Grid Decomposition with Local Nearest Neighbor and Endpoint Bridging,nearest_neighbor,26.650987172003656,0.42326895395914715
59,59,tsp,permutation_tour,Grid Sector Decomposition with Radial Ordering and Local Nearest Neighbor,nearest_neighbor,dc312d8d69413f98,True,True,3,3,666.5456292383241,666.5456292383241,0.00274809201558431,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_059_dc312d8d69413f98.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_059.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_059.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=546.462%, cost=1.20628e+08, runtime=0.003s, NA
pr1002: valid 1/1, gap_vs_opt=552.252%, cost=1.68963e+06, runtime=0.002s, NA
d1291: valid 1/1, gap_vs_opt=900.923%, cost=508479, runtime=0.003s, NA",40941950.333333336,666.5456292383241,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,19,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Grid Sector Decomposition with Radial Ordering and Local Nearest Neighbor,nearest_neighbor,666.5456292383241,0.00274809201558431
60,60,tsp,permutation_tour,Radial Grid Sector Decomposition with Local Nearest Neighbor and Boundary Handling,nearest_neighbor,ef46040b4d358092,True,True,3,3,29.171099972876338,29.171099972876338,0.22603750228881836,53.0,1+1,mutate_parent,,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/codes/iter_060_ef46040b4d358092.py,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/raw_responses/raw_iter_060.txt,/content/drive/MyDrive/TM/llm-tsp-runs/tsp_family_focus_3families_raw_train_20260525_095803/prompts/prompt_iter_060.txt,nearest-neighbor constructive tour builder,"dsj1000: valid 1/1, gap_vs_opt=30.130%, cost=2.42818e+07, runtime=0.198s, NA
pr1002: valid 1/1, gap_vs_opt=32.126%, cost=342266, runtime=0.180s, NA
d1291: valid 1/1, gap_vs_opt=25.257%, cost=63632, runtime=0.300s, NA",8229240.333333333,29.171099972876338,3,3,0,True,grid_sector_decomposition,Grid / sector decomposition,20,2,3,False,partial,"Grid/sector structure appears, but nearest-neighbor, insertion, or 2-opt-style logic still seems important.",Radial Grid Sector Decomposition with Local Nearest Neighbor and Boundary Handling,nearest_neighbor,29.171099972876338,0.22603750228881836
